,timestamp,open,high,low,close,volume,open_interest,strike,expiry_type,expiry,instrument,contract_type
0,1571390100000,137.2,137.2,110.05,112.1,37200,,11500,weekly,2019-10-24T21:00:00.000,options,call
1,1571390160000,112.6,121.1,112.6,116.5,44025,,11500,weekly,2019-10-24T21:00:00.000,options,call
2,1571390220000,116.35,122.95,116.0,118.75,41025,,11500,weekly,2019-10-24T21:00:00.000,options,call
3,1571390280000,117.7,119.75,115.6,117.55,27000,,11500,weekly,2019-10-24T21:00:00.000,options,call
4,1571390340000,117.0,119.35,115.85,117.1,20025,,11500,weekly,2019-10-24T21:00:00.000,options,call
5,1571390400000,117.1,121.0,114.85,120.45,45675,,11500,weekly,2019-10-24T21:00:00.000,options,call
6,1571390460000,120.45,120.75,113.65,114.2,35025,,11500,weekly,2019-10-24T21:00:00.000,options,call
7,1571390520000,113.7,117.7,113.0,117.7,43275,,11500,weekly,2019-10-24T21:00:00.000,options,call
8,1571390580000,117.55,120.85,115.95,120.85,45000,,11500,weekly,2019-10-24T21:00:00.000,options,call
9,1571390640000,120.45,123.85,120.0,123.7,28050,,11500,weekly,2019-10-24T21:00:00.000,options,call
10,1571390700000,123.25,127.7,122.05,124.15,42975,,11500,weekly,2019-10-24T21:00:00.000,options,call
11,1571390760000,124.15,126.05,121.45,124.0,23625,,11500,weekly,2019-10-24T21:00:00.000,options,call
12,1571390820000,124.0,130.6,123.35,127.15,32100,,11500,weekly,2019-10-24T21:00:00.000,options,call
13,1571390880000,130.15,132.65,128.35,131.7,30825,,11500,weekly,2019-10-24T21:00:00.000,options,call
14,1571390940000,131.35,134.95,131.0,134.9,34200,,11500,weekly,2019-10-24T21:00:00.000,options,call
15,1571391000000,134.5,144.5,134.5,140.15,63975,,11500,weekly,2019-10-24T21:00:00.000,options,call
16,1571391060000,141.55,146.35,139.25,144.55,56775,,11500,weekly,2019-10-24T21:00:00.000,options,call
17,1571391120000,144.5,145.3,141.9,141.9,36300,,11500,weekly,2019-10-24T21:00:00.000,options,call
18,1571391180000,142.05,147.7,141.75,146.0,38325,,11500,weekly,2019-10-24T21:00:00.000,options,call
19,1571391240000,145.8,153.45,145.6,151.95,53775,,11500,weekly,2019-10-24T21:00:00.000,options,call
20,1571391300000,152.1,154.55,147.95,151.65,42225,,11500,weekly,2019-10-24T21:00:00.000,options,call
21,1571391360000,152.15,155.45,149.45,154.85,33450,,11500,weekly,2019-10-24T21:00:00.000,options,call
22,1571391420000,152.55,154.75,151.25,154.1,15525,,11500,weekly,2019-10-24T21:00:00.000,options,call
23,1571391480000,154.1,154.2,151.35,153.15,15975,,11500,weekly,2019-10-24T21:00:00.000,options,call
24,1571391540000,153.45,158.95,152.7,156.1,39375,,11500,weekly,2019-10-24T21:00:00.000,options,call
25,1571391600000,156.1,156.1,153.05,154.5,23475,,11500,weekly,2019-10-24T21:00:00.000,options,call
26,1571391660000,154.5,154.5,146.05,146.05,36300,,11500,weekly,2019-10-24T21:00:00.000,options,call
27,1571391720000,146.5,147.3,144.05,146.2,20625,,11500,weekly,2019-10-24T21:00:00.000,options,call
28,1571391780000,146.2,146.9,142.2,145.95,25875,,11500,weekly,2019-10-24T21:00:00.000,options,call
29,1571391840000,145.9,147.15,144.3,146.1,18300,,11500,weekly,2019-10-24T21:00:00.000,options,call
30,1571391900000,146.1,150.35,145.7,147.3,20625,,11500,weekly,2019-10-24T21:00:00.000,options,call
