,timestamp,open,high,low,close,volume,open_interest,strike,expiry_type,expiry,instrument,contract_type
0,1582191780000,306.85,306.85,241.1,241.1,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
1,1582192080000,241.1,316.05,241.1,316.05,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
2,1582194180000,316.05,322.8,312.6,322.8,40,,31100,weekly,2020-3-5T21:00:00.000,options,call
3,1582196100000,322.8,338.5,322.8,338.5,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
4,1582196280000,338.5,338.5,323.65,323.65,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
5,1582197420000,323.65,357.25,323.65,355.0,140,,31100,weekly,2020-3-5T21:00:00.000,options,call
6,1582197480000,355.0,355.0,350.0,350.0,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
7,1582197540000,350.0,355.0,350.0,355.0,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
8,1582197780000,355.0,355.0,320.15,320.15,40,,31100,weekly,2020-3-5T21:00:00.000,options,call
9,1582199340000,320.15,358.45,320.15,358.45,40,,31100,weekly,2020-3-5T21:00:00.000,options,call
10,1582199640000,358.45,359.0,358.45,359.0,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
11,1582199760000,359.0,359.0,359.0,359.0,40,,31100,weekly,2020-3-5T21:00:00.000,options,call
12,1582199820000,359.0,359.0,359.0,359.0,40,,31100,weekly,2020-3-5T21:00:00.000,options,call
13,1582199940000,359.0,359.4,351.3,351.3,180,,31100,weekly,2020-3-5T21:00:00.000,options,call
14,1582201080000,351.3,358.3,351.3,358.3,40,,31100,weekly,2020-3-5T21:00:00.000,options,call
15,1582201200000,358.3,358.4,358.3,358.4,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
16,1582201440000,358.4,358.4,358.4,358.4,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
17,1582201740000,358.4,358.4,356.0,356.0,20,,31100,weekly,2020-3-5T21:00:00.000,options,call
