,timestamp,open,high,low,close,volume,open_interest,strike,expiry_type,expiry,instrument,contract_type
0,1592970240000,6.65,12.75,6.6,9.0,4320,,24200,weekly,2020-6-25T21:00:00.000,options,call
1,1592970300000,9.95,11.6,9.7,9.85,2460,,24200,weekly,2020-6-25T21:00:00.000,options,call
2,1592970360000,9.85,10.15,9.2,9.2,3000,,24200,weekly,2020-6-25T21:00:00.000,options,call
3,1592970420000,9.2,9.85,8.65,8.65,3740,,24200,weekly,2020-6-25T21:00:00.000,options,call
4,1592970480000,8.65,8.65,7.55,7.6,2300,,24200,weekly,2020-6-25T21:00:00.000,options,call
5,1592970540000,7.65,7.7,7.2,7.4,3260,,24200,weekly,2020-6-25T21:00:00.000,options,call
6,1592970600000,7.45,7.9,7.25,7.5,1060,,24200,weekly,2020-6-25T21:00:00.000,options,call
7,1592970660000,7.5,7.9,7.4,7.8,1880,,24200,weekly,2020-6-25T21:00:00.000,options,call
8,1592970720000,7.8,8.85,7.8,8.8,1660,,24200,weekly,2020-6-25T21:00:00.000,options,call
9,1592970780000,8.7,8.9,8.55,8.8,1760,,24200,weekly,2020-6-25T21:00:00.000,options,call
10,1592970840000,8.8,8.9,8.55,8.6,2140,,24200,weekly,2020-6-25T21:00:00.000,options,call
11,1592970900000,8.75,9.05,8.75,9.05,940,,24200,weekly,2020-6-25T21:00:00.000,options,call
12,1592970960000,9.05,9.55,8.7,8.7,3480,,24200,weekly,2020-6-25T21:00:00.000,options,call
13,1592971020000,8.7,10.75,8.7,10.75,3840,,24200,weekly,2020-6-25T21:00:00.000,options,call
14,1592971080000,10.7,10.9,9.95,9.95,4900,,24200,weekly,2020-6-25T21:00:00.000,options,call
15,1592971140000,10.0,10.1,9.25,9.9,2720,,24200,weekly,2020-6-25T21:00:00.000,options,call
16,1592971200000,9.9,9.9,9.5,9.55,3380,,24200,weekly,2020-6-25T21:00:00.000,options,call
17,1592971260000,9.5,9.5,9.05,9.05,2320,,24200,weekly,2020-6-25T21:00:00.000,options,call
18,1592971320000,9.05,9.55,8.9,9.25,2160,,24200,weekly,2020-6-25T21:00:00.000,options,call
19,1592971380000,9.25,9.3,9.05,9.15,4000,,24200,weekly,2020-6-25T21:00:00.000,options,call
20,1592971440000,9.1,9.75,9.05,9.6,2960,,24200,weekly,2020-6-25T21:00:00.000,options,call
21,1592971500000,9.6,11.35,9.6,10.9,5720,,24200,weekly,2020-6-25T21:00:00.000,options,call
22,1592971560000,10.7,12.15,10.7,12.0,5560,,24200,weekly,2020-6-25T21:00:00.000,options,call
23,1592971620000,12.0,13.2,12.0,13.1,6160,,24200,weekly,2020-6-25T21:00:00.000,options,call
24,1592971680000,12.95,12.95,11.65,11.65,4260,,24200,weekly,2020-6-25T21:00:00.000,options,call
25,1592971740000,11.65,11.65,10.3,10.3,1860,,24200,weekly,2020-6-25T21:00:00.000,options,call
26,1592971800000,10.4,11.05,10.25,10.8,1820,,24200,weekly,2020-6-25T21:00:00.000,options,call
27,1592971860000,10.8,11.05,10.6,10.75,3260,,24200,weekly,2020-6-25T21:00:00.000,options,call
28,1592971920000,10.75,10.85,10.6,10.8,100,,24200,weekly,2020-6-25T21:00:00.000,options,call
29,1592971980000,10.8,10.8,10.15,10.15,920,,24200,weekly,2020-6-25T21:00:00.000,options,call
30,1592972040000,10.15,10.85,9.9,10.7,1980,,24200,weekly,2020-6-25T21:00:00.000,options,call
31,1592972100000,10.7,10.7,10.25,10.45,3940,,24200,weekly,2020-6-25T21:00:00.000,options,call
32,1592972160000,10.4,10.8,10.3,10.65,1460,,24200,weekly,2020-6-25T21:00:00.000,options,call
33,1592972220000,10.7,10.7,10.15,10.15,1620,,24200,weekly,2020-6-25T21:00:00.000,options,call
34,1592972280000,10.15,10.35,10.0,10.05,2580,,24200,weekly,2020-6-25T21:00:00.000,options,call
35,1592972340000,10.05,10.7,10.05,10.7,720,,24200,weekly,2020-6-25T21:00:00.000,options,call
36,1592972400000,10.7,11.0,10.35,10.65,7400,,24200,weekly,2020-6-25T21:00:00.000,options,call
37,1592972460000,10.65,10.9,10.65,10.65,2700,,24200,weekly,2020-6-25T21:00:00.000,options,call
38,1592972520000,10.6,10.95,10.6,10.95,140,,24200,weekly,2020-6-25T21:00:00.000,options,call
39,1592972580000,10.95,10.95,10.45,10.6,1700,,24200,weekly,2020-6-25T21:00:00.000,options,call
40,1592972640000,10.6,10.6,9.8,10.05,580,,24200,weekly,2020-6-25T21:00:00.000,options,call
41,1592972700000,10.05,10.2,9.85,10.15,1060,,24200,weekly,2020-6-25T21:00:00.000,options,call
42,1592972760000,10.15,10.15,9.5,9.85,1100,,24200,weekly,2020-6-25T21:00:00.000,options,call
43,1592972820000,9.85,9.85,9.5,9.8,400,,24200,weekly,2020-6-25T21:00:00.000,options,call
44,1592972880000,9.8,10.15,9.65,9.85,1280,,24200,weekly,2020-6-25T21:00:00.000,options,call
45,1592972940000,9.7,10.0,9.6,9.6,380,,24200,weekly,2020-6-25T21:00:00.000,options,call
46,1592973000000,9.6,10.2,9.6,9.85,620,,24200,weekly,2020-6-25T21:00:00.000,options,call
47,1592973060000,9.85,10.95,9.85,10.6,2220,,24200,weekly,2020-6-25T21:00:00.000,options,call
48,1592973120000,10.4,10.4,9.95,10.1,820,,24200,weekly,2020-6-25T21:00:00.000,options,call
49,1592973180000,10.1,10.15,9.5,9.95,2060,,24200,weekly,2020-6-25T21:00:00.000,options,call
50,1592973240000,9.95,10.0,9.8,10.0,2980,,24200,weekly,2020-6-25T21:00:00.000,options,call
51,1592973300000,10.0,10.25,9.9,10.05,640,,24200,weekly,2020-6-25T21:00:00.000,options,call
52,1592973360000,10.05,10.05,9.7,9.8,2220,,24200,weekly,2020-6-25T21:00:00.000,options,call
53,1592973420000,9.8,9.95,9.7,9.8,1700,,24200,weekly,2020-6-25T21:00:00.000,options,call
54,1592973480000,9.8,10.2,9.8,9.8,1260,,24200,weekly,2020-6-25T21:00:00.000,options,call
55,1592973540000,9.8,10.05,9.75,9.75,1000,,24200,weekly,2020-6-25T21:00:00.000,options,call
56,1592973600000,9.75,10.25,9.75,9.95,800,,24200,weekly,2020-6-25T21:00:00.000,options,call
57,1592973660000,9.75,10.5,9.75,10.05,1660,,24200,weekly,2020-6-25T21:00:00.000,options,call
58,1592973720000,10.05,10.1,10.0,10.1,220,,24200,weekly,2020-6-25T21:00:00.000,options,call
